Tissue	Stage	CNA_type	GeneA	GeneB	MutAFreq	CNAFreq	FreqMutB	NoMutA_WT_NoMutB	NoMutA_WT_MutB	MutA_WT_NoMutB	MutA_WT_MutB	NoMutA_CNA_NoMutB	NoMutA_CNA_MutB	MutA_CNA_NoMutB	MutA_CNA_MutB
Core-GI	Primary	Loss	TP53	TET2	0.637877504939317	0.298616991250353	0.0118543607112616	1078	26	1322	11	159	1	894	8
Core-GI	Primary	Loss	TP53	TGFBR2	0.637877504939317	0.298616991250353	0.0251199548405306	1044	60	1306	27	159	1	897	5
Core-GI	Primary	Loss	TP53	ZFHX3	0.637877504939317	0.298616991250353	0.0220152413209145	1055	49	1305	28	159	1	898	4
Core-GI	Metastasis	Loss	APC	AMER1	0.521391899600685	0.161437535653166	0.0353679406731318	662	6	669	49	106	1	170	10
Core-GI	Metastasis	Loss	APC	ARID1A	0.521391899600685	0.161437535653166	0.0587564175698802	618	50	684	34	96	11	170	10
Core-GI	Metastasis	Loss	APC	ARID2	0.521391899600685	0.161437535653166	0.0154021677124929	653	15	708	10	105	2	177	3
Core-GI	Metastasis	Loss	APC	ASXL1	0.521391899600685	0.161437535653166	0.0154021677124929	656	12	704	14	106	1	177	3
Core-GI	Metastasis	Loss	APC	ATM	0.521391899600685	0.161437535653166	0.0262407301768397	660	8	686	32	105	2	176	4
Core-GI	Metastasis	Loss	APC	BCOR	0.521391899600685	0.161437535653166	0.0131203650884199	657	11	708	10	105	2	179	1
Core-GI	Metastasis	Loss	APC	BRAF	0.521391899600685	0.161437535653166	0.0530519110096977	627	41	678	40	99	8	174	6
Core-GI	Metastasis	Loss	APC	BRCA2	0.521391899600685	0.161437535653166	0.0119794637763833	661	7	706	12	104	3	178	2
Core-GI	Metastasis	Loss	APC	CDH1	0.521391899600685	0.161437535653166	0.0114090131203651	651	17	714	4	106	1	179	1
Core-GI	Metastasis	Loss	APC	CDKN2A	0.521391899600685	0.161437535653166	0.0154021677124929	657	11	713	5	96	11	178	2
Core-GI	Metastasis	Loss	APC	CIC	0.521391899600685	0.161437535653166	0.0102681118083286	658	10	708	10	106	1	179	1
Core-GI	Metastasis	Loss	APC	CREBBP	0.521391899600685	0.161437535653166	0.0108385624643468	657	11	708	10	106	1	179	1
Core-GI	Metastasis	Loss	APC	CTNNB1	0.521391899600685	0.161437535653166	0.0165430690245294	653	15	710	8	99	8	178	2
Core-GI	Metastasis	Loss	APC	EP300	0.521391899600685	0.161437535653166	0.0114090131203651	660	8	709	9	106	1	177	3
Core-GI	Metastasis	Loss	APC	ERBB2	0.521391899600685	0.161437535653166	0.0250998288648032	651	17	699	19	102	5	176	4
Core-GI	Metastasis	Loss	APC	ERBB3	0.521391899600685	0.161437535653166	0.0154021677124929	658	10	701	17	106	1	177	3
Core-GI	Metastasis	Loss	APC	FAT1	0.521391899600685	0.161437535653166	0.0114090131203651	659	9	710	8	105	2	176	4
Core-GI	Metastasis	Loss	APC	FBXW7	0.521391899600685	0.161437535653166	0.0644609241300628	645	23	649	69	102	5	163	17
Core-GI	Metastasis	Loss	APC	GNAS	0.521391899600685	0.161437535653166	0.0376497432972048	612	56	709	9	103	4	179	1
Core-GI	Metastasis	Loss	APC	KIT	0.521391899600685	0.161437535653166	0.0610382201939532	588	80	717	1	104	3	179	1
Core-GI	Metastasis	Loss	APC	KMT2B	0.521391899600685	0.161437535653166	0.0125499144324016	659	9	705	13	105	2	178	2
Core-GI	Metastasis	Loss	APC	KMT2C	0.521391899600685	0.161437535653166	0.0136908157444381	655	13	706	12	105	2	179	1
Core-GI	Metastasis	Loss	APC	KMT2D	0.521391899600685	0.161437535653166	0.026811180832858	643	25	700	18	102	5	178	2
Core-GI	Metastasis	Loss	APC	KRAS	0.521391899600685	0.161437535653166	0.347974900171135	498	170	375	343	80	27	125	55
Core-GI	Metastasis	Loss	APC	MAP2K4	0.521391899600685	0.161437535653166	0.0108385624643468	661	7	708	10	106	1	175	5
Core-GI	Metastasis	Loss	APC	MGA	0.521391899600685	0.161437535653166	0.0148317170564746	654	14	706	12	106	1	179	1
Core-GI	Metastasis	Loss	APC	NCOR1	0.521391899600685	0.161437535653166	0.0125499144324016	659	9	705	13	106	1	177	3
Core-GI	Metastasis	Loss	APC	NF1	0.521391899600685	0.161437535653166	0.0148317170564746	660	8	704	14	103	4	179	1
Core-GI	Metastasis	Loss	APC	NRAS	0.521391899600685	0.161437535653166	0.031374786081004	661	7	682	36	106	1	167	13
Core-GI	Metastasis	Loss	APC	PBRM1	0.521391899600685	0.161437535653166	0.0114090131203651	660	8	708	10	105	2	177	3
Core-GI	Metastasis	Loss	APC	PIK3CA	0.521391899600685	0.161437535653166	0.115231032515687	612	56	604	114	99	8	165	15
Core-GI	Metastasis	Loss	APC	PIK3R1	0.521391899600685	0.161437535653166	0.0171135196805476	663	5	695	23	105	2	177	3
Core-GI	Metastasis	Loss	APC	PTEN	0.521391899600685	0.161437535653166	0.0330861380490588	649	19	688	30	103	4	176	4
Core-GI	Metastasis	Loss	APC	RB1	0.521391899600685	0.161437535653166	0.0119794637763833	657	11	711	7	106	1	176	4
Core-GI	Metastasis	Loss	APC	RNF43	0.521391899600685	0.161437535653166	0.0319452367370223	630	38	708	10	98	9	178	2
Core-GI	Metastasis	Loss	APC	SETD2	0.521391899600685	0.161437535653166	0.0102681118083286	660	8	712	6	106	1	174	6
Core-GI	Metastasis	Loss	APC	SMAD2	0.521391899600685	0.161437535653166	0.0136908157444381	661	7	707	11	106	1	174	6
Core-GI	Metastasis	Loss	APC	SMAD3	0.521391899600685	0.161437535653166	0.0148317170564746	660	8	703	15	106	1	177	3
Core-GI	Metastasis	Loss	APC	SMAD4	0.521391899600685	0.161437535653166	0.0935539075869937	614	54	639	79	97	10	161	19
Core-GI	Metastasis	Loss	APC	SOX9	0.521391899600685	0.161437535653166	0.058185966913862	645	23	655	63	106	1	164	16
Core-GI	Metastasis	Loss	APC	TCF7L2	0.521391899600685	0.161437535653166	0.0444951511694238	662	6	655	63	106	1	169	11
Core-GI	Metastasis	Loss	APC	TERT	0.521391899600685	0.161437535653166	0.0125499144324016	661	7	704	14	105	2	177	3
Core-GI	Metastasis	Loss	APC	TGFBR2	0.521391899600685	0.161437535653166	0.0148317170564746	653	15	708	10	104	3	178	2
Core-GI	Metastasis	Loss	APC	TP53	0.521391899600685	0.161437535653166	0.656588705077011	333	335	170	548	18	89	21	159
Core-GI	Metastasis	Loss	PTEN	AMER1	0.0330861380490588	0.15687393040502	0.0353679406731318	1359	47	34	4	246	12	19	2
Core-GI	Metastasis	Loss	PTEN	APC	0.0330861380490588	0.15687393040502	0.521391899600685	683	723	14	24	110	148	10	11
Core-GI	Metastasis	Loss	PTEN	ARID1A	0.0330861380490588	0.15687393040502	0.0587564175698802	1322	84	28	10	249	9	20	1
Core-GI	Metastasis	Loss	PTEN	ARID2	0.0330861380490588	0.15687393040502	0.0154021677124929	1385	21	34	4	254	4	19	2
Core-GI	Metastasis	Loss	PTEN	ASXL1	0.0330861380490588	0.15687393040502	0.0154021677124929	1382	24	35	3	255	3	20	1
Core-GI	Metastasis	Loss	PTEN	ATM	0.0330861380490588	0.15687393040502	0.0262407301768397	1370	36	35	3	252	6	18	3
Core-GI	Metastasis	Loss	PTEN	BCOR	0.0330861380490588	0.15687393040502	0.0131203650884199	1389	17	34	4	255	3	19	2
Core-GI	Metastasis	Loss	PTEN	BRAF	0.0330861380490588	0.15687393040502	0.0530519110096977	1332	74	29	9	250	8	19	2
Core-GI	Metastasis	Loss	PTEN	BRCA2	0.0330861380490588	0.15687393040502	0.0119794637763833	1387	19	35	3	256	2	20	1
Core-GI	Metastasis	Loss	PTEN	CDH1	0.0330861380490588	0.15687393040502	0.0114090131203651	1391	15	34	4	254	4	20	1
Core-GI	Metastasis	Loss	PTEN	CDKN2A	0.0330861380490588	0.15687393040502	0.0154021677124929	1386	20	37	1	249	9	20	1
Core-GI	Metastasis	Loss	PTEN	CIC	0.0330861380490588	0.15687393040502	0.0102681118083286	1392	14	33	5	256	2	20	1
Core-GI	Metastasis	Loss	PTEN	CREBBP	0.0330861380490588	0.15687393040502	0.0108385624643468	1390	16	35	3	255	3	20	1
Core-GI	Metastasis	Loss	PTEN	CTNNB1	0.0330861380490588	0.15687393040502	0.0165430690245294	1385	21	33	5	253	5	20	1
Core-GI	Metastasis	Loss	PTEN	EP300	0.0330861380490588	0.15687393040502	0.0114090131203651	1395	11	32	6	254	4	18	3
Core-GI	Metastasis	Loss	PTEN	ERBB2	0.0330861380490588	0.15687393040502	0.0250998288648032	1368	38	34	4	253	5	20	1
Core-GI	Metastasis	Loss	PTEN	ERBB3	0.0330861380490588	0.15687393040502	0.0154021677124929	1382	24	36	2	255	3	20	1
Core-GI	Metastasis	Loss	PTEN	FAT1	0.0330861380490588	0.15687393040502	0.0114090131203651	1389	17	36	2	254	4	20	1
Core-GI	Metastasis	Loss	PTEN	FBXW7	0.0330861380490588	0.15687393040502	0.0644609241300628	1308	98	32	6	247	11	19	2
Core-GI	Metastasis	Loss	PTEN	GNAS	0.0330861380490588	0.15687393040502	0.0376497432972048	1342	64	36	2	255	3	20	1
Core-GI	Metastasis	Loss	PTEN	KIT	0.0330861380490588	0.15687393040502	0.0610382201939532	1338	68	36	2	227	31	15	6
Core-GI	Metastasis	Loss	PTEN	KMT2B	0.0330861380490588	0.15687393040502	0.0125499144324016	1388	18	33	5	257	1	19	2
Core-GI	Metastasis	Loss	PTEN	KMT2C	0.0330861380490588	0.15687393040502	0.0136908157444381	1383	23	35	3	257	1	20	1
Core-GI	Metastasis	Loss	PTEN	KMT2D	0.0330861380490588	0.15687393040502	0.026811180832858	1370	36	29	9	254	4	20	1
Core-GI	Metastasis	Loss	PTEN	KRAS	0.0330861380490588	0.15687393040502	0.347974900171135	894	512	20	18	192	66	12	9
Core-GI	Metastasis	Loss	PTEN	MAP2K4	0.0330861380490588	0.15687393040502	0.0108385624643468	1390	16	35	3	255	3	20	1
Core-GI	Metastasis	Loss	PTEN	MGA	0.0330861380490588	0.15687393040502	0.0148317170564746	1386	20	35	3	253	5	19	2
Core-GI	Metastasis	Loss	PTEN	NCOR1	0.0330861380490588	0.15687393040502	0.0125499144324016	1389	17	33	5	255	3	20	1
Core-GI	Metastasis	Loss	PTEN	NF1	0.0330861380490588	0.15687393040502	0.0148317170564746	1384	22	36	2	253	5	20	1
Core-GI	Metastasis	Loss	PTEN	NRAS	0.0330861380490588	0.15687393040502	0.031374786081004	1360	46	36	2	249	9	20	1
Core-GI	Metastasis	Loss	PTEN	PBRM1	0.0330861380490588	0.15687393040502	0.0114090131203651	1391	15	33	5	255	3	20	1
Core-GI	Metastasis	Loss	PTEN	PIK3CA	0.0330861380490588	0.15687393040502	0.115231032515687	1222	184	31	7	249	9	18	3
Core-GI	Metastasis	Loss	PTEN	PIK3R1	0.0330861380490588	0.15687393040502	0.0171135196805476	1383	23	33	5	253	5	20	1
Core-GI	Metastasis	Loss	PTEN	RB1	0.0330861380490588	0.15687393040502	0.0119794637763833	1386	20	37	1	255	3	20	1
Core-GI	Metastasis	Loss	PTEN	RNF43	0.0330861380490588	0.15687393040502	0.0319452367370223	1360	46	31	7	254	4	20	1
Core-GI	Metastasis	Loss	PTEN	SETD2	0.0330861380490588	0.15687393040502	0.0102681118083286	1395	11	34	4	252	6	20	1
Core-GI	Metastasis	Loss	PTEN	SMAD2	0.0330861380490588	0.15687393040502	0.0136908157444381	1385	21	37	1	254	4	19	2
Core-GI	Metastasis	Loss	PTEN	SMAD3	0.0330861380490588	0.15687393040502	0.0148317170564746	1383	23	35	3	255	3	20	1
Core-GI	Metastasis	Loss	PTEN	SMAD4	0.0330861380490588	0.15687393040502	0.0935539075869937	1274	132	32	6	233	25	19	2
Core-GI	Metastasis	Loss	PTEN	SOX9	0.0330861380490588	0.15687393040502	0.058185966913862	1314	92	36	2	248	10	20	1
Core-GI	Metastasis	Loss	PTEN	TCF7L2	0.0330861380490588	0.15687393040502	0.0444951511694238	1337	69	32	6	252	6	20	1
Core-GI	Metastasis	Loss	PTEN	TERT	0.0330861380490588	0.15687393040502	0.0125499144324016	1384	22	37	1	256	2	20	1
Core-GI	Metastasis	Loss	PTEN	TGFBR2	0.0330861380490588	0.15687393040502	0.0148317170564746	1383	23	34	4	257	1	20	1
Core-GI	Metastasis	Loss	PTEN	TP53	0.0330861380490588	0.15687393040502	0.656588705077011	500	906	14	24	67	191	11	10
Core-GI	Metastasis	Loss	RNF43	AMER1	0.0319452367370223	0.10781517398745	0.0353679406731318	1338	41	40	6	165	15	12	1
Core-GI	Metastasis	Loss	RNF43	APC	0.0319452367370223	0.10781517398745	0.521391899600685	661	718	35	11	58	122	12	1
Core-GI	Metastasis	Loss	RNF43	ARID1A	0.0319452367370223	0.10781517398745	0.0587564175698802	1293	86	34	12	174	6	11	2
Core-GI	Metastasis	Loss	RNF43	ARID2	0.0319452367370223	0.10781517398745	0.0154021677124929	1361	18	40	6	177	3	12	1
Core-GI	Metastasis	Loss	RNF43	ASXL1	0.0319452367370223	0.10781517398745	0.0154021677124929	1361	18	41	5	175	5	12	1
Core-GI	Metastasis	Loss	RNF43	ATM	0.0319452367370223	0.10781517398745	0.0262407301768397	1341	38	41	5	178	2	12	1
Core-GI	Metastasis	Loss	RNF43	BCOR	0.0319452367370223	0.10781517398745	0.0131203650884199	1364	15	38	8	177	3	12	1
Core-GI	Metastasis	Loss	RNF43	BRAF	0.0319452367370223	0.10781517398745	0.0530519110096977	1325	54	32	14	165	15	6	7
Core-GI	Metastasis	Loss	RNF43	BRCA2	0.0319452367370223	0.10781517398745	0.0119794637763833	1365	14	40	6	178	2	11	2
Core-GI	Metastasis	Loss	RNF43	CDH1	0.0319452367370223	0.10781517398745	0.0114090131203651	1363	16	44	2	175	5	12	1
Core-GI	Metastasis	Loss	RNF43	CDKN2A	0.0319452367370223	0.10781517398745	0.0154021677124929	1356	23	45	1	177	3	12	1
Core-GI	Metastasis	Loss	RNF43	CIC	0.0319452367370223	0.10781517398745	0.0102681118083286	1368	11	37	9	179	1	12	1
Core-GI	Metastasis	Loss	RNF43	CREBBP	0.0319452367370223	0.10781517398745	0.0108385624643468	1364	15	41	5	179	1	12	1
Core-GI	Metastasis	Loss	RNF43	CTNNB1	0.0319452367370223	0.10781517398745	0.0165430690245294	1356	23	42	4	177	3	11	2
Core-GI	Metastasis	Loss	RNF43	EP300	0.0319452367370223	0.10781517398745	0.0114090131203651	1366	13	39	7	178	2	12	1
Core-GI	Metastasis	Loss	RNF43	ERBB2	0.0319452367370223	0.10781517398745	0.0250998288648032	1353	26	38	8	174	6	12	1
Core-GI	Metastasis	Loss	RNF43	ERBB3	0.0319452367370223	0.10781517398745	0.0154021677124929	1362	17	43	3	175	5	12	1
Core-GI	Metastasis	Loss	RNF43	FAT1	0.0319452367370223	0.10781517398745	0.0114090131203651	1366	13	39	7	178	2	12	1
Core-GI	Metastasis	Loss	RNF43	FBXW7	0.0319452367370223	0.10781517398745	0.0644609241300628	1291	88	38	8	172	8	12	1
Core-GI	Metastasis	Loss	RNF43	GNAS	0.0319452367370223	0.10781517398745	0.0376497432972048	1316	63	44	2	177	3	12	1
Core-GI	Metastasis	Loss	RNF43	KIT	0.0319452367370223	0.10781517398745	0.0610382201939532	1291	88	45	1	179	1	12	1
Core-GI	Metastasis	Loss	RNF43	KMT2B	0.0319452367370223	0.10781517398745	0.0125499144324016	1368	11	35	11	179	1	12	1
Core-GI	Metastasis	Loss	RNF43	KMT2C	0.0319452367370223	0.10781517398745	0.0136908157444381	1363	16	41	5	177	3	12	1
Core-GI	Metastasis	Loss	RNF43	KMT2D	0.0319452367370223	0.10781517398745	0.026811180832858	1347	32	35	11	178	2	11	2
Core-GI	Metastasis	Loss	RNF43	KRAS	0.0319452367370223	0.10781517398745	0.347974900171135	892	487	33	13	100	80	11	2
Core-GI	Metastasis	Loss	RNF43	MAP2K4	0.0319452367370223	0.10781517398745	0.0108385624643468	1366	13	41	5	177	3	12	1
Core-GI	Metastasis	Loss	RNF43	MGA	0.0319452367370223	0.10781517398745	0.0148317170564746	1361	18	41	5	178	2	12	1
Core-GI	Metastasis	Loss	RNF43	NCOR1	0.0319452367370223	0.10781517398745	0.0125499144324016	1361	18	41	5	178	2	12	1
Core-GI	Metastasis	Loss	RNF43	NF1	0.0319452367370223	0.10781517398745	0.0148317170564746	1359	20	43	3	175	5	12	1
Core-GI	Metastasis	Loss	RNF43	NRAS	0.0319452367370223	0.10781517398745	0.031374786081004	1340	39	45	1	165	15	12	1
Core-GI	Metastasis	Loss	RNF43	PBRM1	0.0319452367370223	0.10781517398745	0.0114090131203651	1362	17	43	3	178	2	12	1
Core-GI	Metastasis	Loss	RNF43	PIK3CA	0.0319452367370223	0.10781517398745	0.115231032515687	1217	162	35	11	168	12	12	1
Core-GI	Metastasis	Loss	RNF43	PIK3R1	0.0319452367370223	0.10781517398745	0.0171135196805476	1353	26	42	4	177	3	12	1
Core-GI	Metastasis	Loss	RNF43	PTEN	0.0319452367370223	0.10781517398745	0.0330861380490588	1335	44	39	7	174	6	12	1
Core-GI	Metastasis	Loss	RNF43	RB1	0.0319452367370223	0.10781517398745	0.0119794637763833	1362	17	45	1	177	3	12	1
Core-GI	Metastasis	Loss	RNF43	SETD2	0.0319452367370223	0.10781517398745	0.0102681118083286	1365	14	42	4	178	2	12	1
Core-GI	Metastasis	Loss	RNF43	SMAD2	0.0319452367370223	0.10781517398745	0.0136908157444381	1359	20	43	3	177	3	12	1
Core-GI	Metastasis	Loss	RNF43	SMAD3	0.0319452367370223	0.10781517398745	0.0148317170564746	1355	24	43	3	178	2	12	1
Core-GI	Metastasis	Loss	RNF43	SMAD4	0.0319452367370223	0.10781517398745	0.0935539075869937	1258	121	39	7	151	29	10	3
Core-GI	Metastasis	Loss	RNF43	SOX9	0.0319452367370223	0.10781517398745	0.058185966913862	1296	83	39	7	173	7	12	1
Core-GI	Metastasis	Loss	RNF43	TCF7L2	0.0319452367370223	0.10781517398745	0.0444951511694238	1316	63	38	8	174	6	12	1
Core-GI	Metastasis	Loss	RNF43	TERT	0.0319452367370223	0.10781517398745	0.0125499144324016	1357	22	45	1	179	1	12	1
Core-GI	Metastasis	Loss	RNF43	TGFBR2	0.0319452367370223	0.10781517398745	0.0148317170564746	1362	17	37	9	179	1	11	2
Core-GI	Metastasis	Loss	RNF43	TP53	0.0319452367370223	0.10781517398745	0.656588705077011	505	874	23	23	16	164	4	9
Core-GI	Metastasis	Loss	SETD2	AMER1	0.0102681118083286	0.154592127780947	0.0353679406731318	1371	54	12	1	257	9	8	1
Core-GI	Metastasis	Loss	SETD2	APC	0.0102681118083286	0.154592127780947	0.521391899600685	687	738	6	7	118	148	4	5
Core-GI	Metastasis	Loss	SETD2	ARID1A	0.0102681118083286	0.154592127780947	0.0587564175698802	1340	85	7	6	254	12	6	3
Core-GI	Metastasis	Loss	SETD2	ARID2	0.0102681118083286	0.154592127780947	0.0154021677124929	1402	23	10	3	262	4	8	1
Core-GI	Metastasis	Loss	SETD2	ASXL1	0.0102681118083286	0.154592127780947	0.0154021677124929	1400	25	11	2	263	3	8	1
Core-GI	Metastasis	Loss	SETD2	ATM	0.0102681118083286	0.154592127780947	0.0262407301768397	1385	40	12	1	259	7	8	1
Core-GI	Metastasis	Loss	SETD2	BCOR	0.0102681118083286	0.154592127780947	0.0131203650884199	1404	21	10	3	264	2	8	1
Core-GI	Metastasis	Loss	SETD2	BRAF	0.0102681118083286	0.154592127780947	0.0530519110096977	1349	76	11	2	250	16	8	1
Core-GI	Metastasis	Loss	SETD2	BRCA2	0.0102681118083286	0.154592127780947	0.0119794637763833	1408	17	10	3	262	4	8	1
Core-GI	Metastasis	Loss	SETD2	CDH1	0.0102681118083286	0.154592127780947	0.0114090131203651	1406	19	11	2	264	2	8	1
Core-GI	Metastasis	Loss	SETD2	CDKN2A	0.0102681118083286	0.154592127780947	0.0154021677124929	1404	21	12	1	259	7	8	1
Core-GI	Metastasis	Loss	SETD2	CIC	0.0102681118083286	0.154592127780947	0.0102681118083286	1407	18	11	2	265	1	8	1
Core-GI	Metastasis	Loss	SETD2	CREBBP	0.0102681118083286	0.154592127780947	0.0108385624643468	1408	17	11	2	263	3	8	1
Core-GI	Metastasis	Loss	SETD2	CTNNB1	0.0102681118083286	0.154592127780947	0.0165430690245294	1400	25	11	2	261	5	8	1
Core-GI	Metastasis	Loss	SETD2	EP300	0.0102681118083286	0.154592127780947	0.0114090131203651	1408	17	9	4	264	2	8	1
Core-GI	Metastasis	Loss	SETD2	ERBB2	0.0102681118083286	0.154592127780947	0.0250998288648032	1392	33	8	5	258	8	8	1
Core-GI	Metastasis	Loss	SETD2	ERBB3	0.0102681118083286	0.154592127780947	0.0154021677124929	1402	23	11	2	261	5	8	1
Core-GI	Metastasis	Loss	SETD2	FAT1	0.0102681118083286	0.154592127780947	0.0114090131203651	1406	19	10	3	265	1	8	1
Core-GI	Metastasis	Loss	SETD2	FBXW7	0.0102681118083286	0.154592127780947	0.0644609241300628	1331	94	9	4	251	15	7	2
Core-GI	Metastasis	Loss	SETD2	GNAS	0.0102681118083286	0.154592127780947	0.0376497432972048	1360	65	12	1	264	2	8	1
Core-GI	Metastasis	Loss	SETD2	KIT	0.0102681118083286	0.154592127780947	0.0610382201939532	1341	84	11	2	252	14	5	4
Core-GI	Metastasis	Loss	SETD2	KMT2B	0.0102681118083286	0.154592127780947	0.0125499144324016	1404	21	11	2	264	2	8	1
Core-GI	Metastasis	Loss	SETD2	KMT2C	0.0102681118083286	0.154592127780947	0.0136908157444381	1407	18	9	4	262	4	8	1
Core-GI	Metastasis	Loss	SETD2	KMT2D	0.0102681118083286	0.154592127780947	0.026811180832858	1387	38	7	6	261	5	8	1
Core-GI	Metastasis	Loss	SETD2	KRAS	0.0102681118083286	0.154592127780947	0.347974900171135	909	516	7	6	184	82	6	3
Core-GI	Metastasis	Loss	SETD2	MAP2K4	0.0102681118083286	0.154592127780947	0.0108385624643468	1409	16	12	1	261	5	8	1
Core-GI	Metastasis	Loss	SETD2	MGA	0.0102681118083286	0.154592127780947	0.0148317170564746	1400	25	11	2	265	1	8	1
Core-GI	Metastasis	Loss	SETD2	NCOR1	0.0102681118083286	0.154592127780947	0.0125499144324016	1406	19	11	2	264	2	8	1
Core-GI	Metastasis	Loss	SETD2	NF1	0.0102681118083286	0.154592127780947	0.0148317170564746	1406	19	9	4	262	4	8	1
Core-GI	Metastasis	Loss	SETD2	NRAS	0.0102681118083286	0.154592127780947	0.031374786081004	1374	51	12	1	261	5	8	1
Core-GI	Metastasis	Loss	SETD2	PBRM1	0.0102681118083286	0.154592127780947	0.0114090131203651	1411	14	12	1	260	6	7	2
Core-GI	Metastasis	Loss	SETD2	PIK3CA	0.0102681118083286	0.154592127780947	0.115231032515687	1271	154	9	4	224	42	8	1
Core-GI	Metastasis	Loss	SETD2	PIK3R1	0.0102681118083286	0.154592127780947	0.0171135196805476	1404	21	10	3	258	8	8	1
Core-GI	Metastasis	Loss	SETD2	PTEN	0.0102681118083286	0.154592127780947	0.0330861380490588	1380	45	9	4	256	10	8	1
Core-GI	Metastasis	Loss	SETD2	RB1	0.0102681118083286	0.154592127780947	0.0119794637763833	1406	19	12	1	263	3	8	1
Core-GI	Metastasis	Loss	SETD2	RNF43	0.0102681118083286	0.154592127780947	0.0319452367370223	1378	47	9	4	260	6	8	1
Core-GI	Metastasis	Loss	SETD2	SMAD2	0.0102681118083286	0.154592127780947	0.0136908157444381	1405	20	11	2	262	4	8	1
Core-GI	Metastasis	Loss	SETD2	SMAD3	0.0102681118083286	0.154592127780947	0.0148317170564746	1402	23	11	2	262	4	8	1
Core-GI	Metastasis	Loss	SETD2	SMAD4	0.0102681118083286	0.154592127780947	0.0935539075869937	1289	136	10	3	241	25	8	1
Core-GI	Metastasis	Loss	SETD2	SOX9	0.0102681118083286	0.154592127780947	0.058185966913862	1332	93	12	1	255	11	8	1
Core-GI	Metastasis	Loss	SETD2	TCF7L2	0.0102681118083286	0.154592127780947	0.0444951511694238	1357	68	10	3	257	9	8	1
Core-GI	Metastasis	Loss	SETD2	TERT	0.0102681118083286	0.154592127780947	0.0125499144324016	1405	20	12	1	262	4	8	1
Core-GI	Metastasis	Loss	SETD2	TGFBR2	0.0102681118083286	0.154592127780947	0.0148317170564746	1402	23	10	3	263	3	8	1
Core-GI	Metastasis	Loss	SETD2	TP53	0.0102681118083286	0.154592127780947	0.656588705077011	504	921	9	4	73	193	5	4
Core-GI	Metastasis	Loss	SMAD4	AMER1	0.0935539075869937	0.473474044495151	0.0353679406731318	803	25	66	2	704	30	91	9
Core-GI	Metastasis	Loss	SMAD4	APC	0.0935539075869937	0.473474044495151	0.521391899600685	521	307	40	28	228	506	27	73
Core-GI	Metastasis	Loss	SMAD4	ARID1A	0.0935539075869937	0.473474044495151	0.0587564175698802	765	63	65	3	701	33	93	7
Core-GI	Metastasis	Loss	SMAD4	ARID2	0.0935539075869937	0.473474044495151	0.0154021677124929	809	19	64	4	729	5	99	1
Core-GI	Metastasis	Loss	SMAD4	ASXL1	0.0935539075869937	0.473474044495151	0.0154021677124929	812	16	65	3	724	10	99	1
Core-GI	Metastasis	Loss	SMAD4	ATM	0.0935539075869937	0.473474044495151	0.0262407301768397	800	28	66	2	718	16	96	4
Core-GI	Metastasis	Loss	SMAD4	BCOR	0.0935539075869937	0.473474044495151	0.0131203650884199	811	17	66	2	728	6	98	2
Core-GI	Metastasis	Loss	SMAD4	BRAF	0.0935539075869937	0.473474044495151	0.0530519110096977	781	47	61	7	709	25	86	14
Core-GI	Metastasis	Loss	SMAD4	BRCA2	0.0935539075869937	0.473474044495151	0.0119794637763833	814	14	66	2	728	6	97	3
Core-GI	Metastasis	Loss	SMAD4	CDH1	0.0935539075869937	0.473474044495151	0.0114090131203651	810	18	66	2	731	3	99	1
Core-GI	Metastasis	Loss	SMAD4	CDKN2A	0.0935539075869937	0.473474044495151	0.0154021677124929	815	13	66	2	721	13	98	2
Core-GI	Metastasis	Loss	SMAD4	CIC	0.0935539075869937	0.473474044495151	0.0102681118083286	813	15	67	1	730	4	99	1
Core-GI	Metastasis	Loss	SMAD4	CREBBP	0.0935539075869937	0.473474044495151	0.0108385624643468	815	13	66	2	728	6	99	1
Core-GI	Metastasis	Loss	SMAD4	CTNNB1	0.0935539075869937	0.473474044495151	0.0165430690245294	810	18	67	1	721	13	99	1
Core-GI	Metastasis	Loss	SMAD4	EP300	0.0935539075869937	0.473474044495151	0.0114090131203651	818	10	65	3	727	7	97	3
Core-GI	Metastasis	Loss	SMAD4	ERBB2	0.0935539075869937	0.473474044495151	0.0250998288648032	806	22	64	4	715	19	97	3
Core-GI	Metastasis	Loss	SMAD4	ERBB3	0.0935539075869937	0.473474044495151	0.0154021677124929	817	11	66	2	721	13	96	4
Core-GI	Metastasis	Loss	SMAD4	FAT1	0.0935539075869937	0.473474044495151	0.0114090131203651	815	13	64	4	729	5	99	1
Core-GI	Metastasis	Loss	SMAD4	FBXW7	0.0935539075869937	0.473474044495151	0.0644609241300628	773	55	61	7	688	46	94	6
Core-GI	Metastasis	Loss	SMAD4	GNAS	0.0935539075869937	0.473474044495151	0.0376497432972048	770	58	62	6	730	4	98	2
Core-GI	Metastasis	Loss	SMAD4	KIT	0.0935539075869937	0.473474044495151	0.0610382201939532	766	62	67	1	694	40	99	1
Core-GI	Metastasis	Loss	SMAD4	KMT2B	0.0935539075869937	0.473474044495151	0.0125499144324016	807	21	66	2	732	2	99	1
Core-GI	Metastasis	Loss	SMAD4	KMT2C	0.0935539075869937	0.473474044495151	0.0136908157444381	809	19	65	3	729	5	99	1
