Tissue	Subtype	State	Gene	Function	MutFreq	LossFreq	GainFreq	NoMutLoss	MutLoss	NoMutWT	MutWT	NoMutGain	MutGain
Core-GI	GINET	Primary	MAP3K1	TSG	0.0144927536231884	0.173913043478261	0.0869565217391304	13	1	51	2	7	1
Core-GI	GINET	Primary	MAPK1	OG	0.0144927536231884	0.101449275362319	0	8	1	62	2	1	1
Core-GI	GINET	Primary	MEN1	TSG	0.0144927536231884	0.101449275362319	0.0434782608695652	7	2	60	1	4	1
Core-GI	GINET	Primary	NRAS	OG	0.0289855072463768	0.173913043478261	0	12	2	57	2	1	1
Core-GI	GINET	Primary	PIK3R3	TSG	0.0144927536231884	0.130434782608696	0.0144927536231884	9	2	60	1	2	1
Core-GI	GINET	Primary	POLE	TSG	0.0144927536231884	0.0289855072463768	0.101449275362319	3	1	61	1	7	2
Core-GI	GINET	Primary	PTCH1	TSG	0.0144927536231884	0.0434782608695652	0.101449275362319	4	1	59	2	8	1
Core-GI	GINET	Primary	PTPRD	TSG	0.0144927536231884	0.144927536231884	0.0289855072463768	10	2	58	1	3	1
Core-GI	GINET	Primary	RB1	TSG	0.144927536231884	0.072463768115942	0.144927536231884	4	3	47	9	11	1
Core-GI	GINET	Primary	SMAD2	TSG	0.0289855072463768	0.333333333333333	0.101449275362319	24	1	38	3	8	1
Core-GI	GINET	Primary	SMAD3	TSG	0.0144927536231884	0.115942028985507	0.0579710144927536	9	1	57	2	5	1
Core-GI	GINET	Primary	SMAD4	TSG	0.0289855072463768	0.333333333333333	0.0869565217391304	23	2	40	2	7	1
Core-GI	GINET	Primary	SMARCA4	TSG	0.0289855072463768	0	0.144927536231884	1	1	59	2	10	2
Core-GI	GINET	Primary	TET1	TSG	0.0144927536231884	0.101449275362319	0.0579710144927536	8	1	58	2	5	1
Core-GI	GINET	Primary	TP53	TSG	0.333333333333333	0.217391304347826	0.0144927536231884	4	13	44	11	1	2
Core-GI	GINET	Primary	TP53BP1	TSG	0.0144927536231884	0.130434782608696	0.0434782608695652	10	1	57	2	4	1
Core-GI	GINET	Metastasis	APC	TSG	0.132352941176471	0.0588235294117647	0.308823529411765	4	2	37	8	21	2
Core-GI	GINET	Metastasis	ARID1A	TSG	0.0294117647058824	0.161764705882353	0.0147058823529412	11	2	56	2	2	1
Core-GI	GINET	Metastasis	ARID5B	TSG	0.0147058823529412	0.161764705882353	0.0735294117647059	12	1	52	2	6	1
Core-GI	GINET	Metastasis	ATRX	TSG	0.0147058823529412	0.102941176470588	0.0735294117647059	8	1	57	1	5	2
Core-GI	GINET	Metastasis	BRAF	OG	0.0735294117647059	0.0147058823529412	0.205882352941176	2	1	50	5	14	2
Core-GI	GINET	Metastasis	CDKN1B	TSG	0.0735294117647059	0.117647058823529	0.132352941176471	8	2	48	5	10	1
Core-GI	GINET	Metastasis	CTCF	TSG	0.0147058823529412	0.205882352941176	0.0294117647058824	15	1	52	2	3	1
Core-GI	GINET	Metastasis	CTNNB1	OG	0.0147058823529412	0.205882352941176	0.0588235294117647	15	1	50	2	5	1
Core-GI	GINET	Metastasis	ERBB3	OG	0.0147058823529412	0.0147058823529412	0.161764705882353	2	1	56	2	12	1
Core-GI	GINET	Metastasis	FAT1	TSG	0.0147058823529412	0.161764705882353	0.161764705882353	12	1	46	2	12	1
Core-GI	GINET	Metastasis	GNAS	OG	0.0147058823529412	0	0.294117647058824	1	1	48	2	21	1
Core-GI	GINET	Metastasis	KMT2D	TSG	0.0147058823529412	0.0294117647058824	0.161764705882353	3	1	55	2	12	1
Core-GI	GINET	Metastasis	KRAS	OG	0.117647058823529	0.0588235294117647	0.147058823529412	5	1	49	7	9	3
Core-GI	GINET	Metastasis	MAP2K1	OG	0.0147058823529412	0.117647058823529	0.0147058823529412	9	1	59	2	2	1
Core-GI	GINET	Metastasis	MAX	TSG	0.0147058823529412	0.0147058823529412	0.264705882352941	2	1	50	1	18	2
Core-GI	GINET	Metastasis	NCOR1	TSG	0.0147058823529412	0.205882352941176	0.0441176470588235	15	1	51	2	4	1
Core-GI	GINET	Metastasis	NF1	TSG	0.0294117647058824	0.0588235294117647	0.147058823529412	4	2	54	2	11	1
Core-GI	GINET	Metastasis	NOTCH1	DFG	0.0147058823529412	0.102941176470588	0.117647058823529	8	1	54	1	8	2
Core-GI	GINET	Metastasis	NRAS	OG	0.0147058823529412	0.191176470588235	0.0147058823529412	14	1	54	2	2	1
Core-GI	GINET	Metastasis	PBRM1	TSG	0.0147058823529412	0.235294117647059	0.0441176470588235	16	2	50	1	4	1
Core-GI	GINET	Metastasis	PIK3CA	OG	0.0294117647058824	0.102941176470588	0.0882352941176471	8	1	54	3	7	1
Core-GI	GINET	Metastasis	PTEN	TSG	0.0147058823529412	0.176470588235294	0.0441176470588235	12	2	54	1	4	1
Core-GI	GINET	Metastasis	RAF1	OG	0.0147058823529412	0.205882352941176	0.0588235294117647	15	1	50	2	5	1
Core-GI	GINET	Metastasis	RB1	TSG	0.0588235294117647	0.235294117647059	0.0735294117647059	14	4	48	1	5	2
Core-GI	GINET	Metastasis	RNF43	TSG	0.0147058823529412	0.0294117647058824	0.176470588235294	3	1	54	2	13	1
Core-GI	GINET	Metastasis	SETD2	TSG	0.0147058823529412	0.220588235294118	0.0588235294117647	16	1	49	2	5	1
Core-GI	GINET	Metastasis	SMARCA4	TSG	0.0147058823529412	0.132352941176471	0.132352941176471	10	1	50	2	10	1
Core-GI	GINET	Metastasis	STAG2	TSG	0.0294117647058824	0.117647058823529	0.0735294117647059	9	1	54	3	6	1
Core-GI	GINET	Metastasis	TCF7L2	TSG	0.0147058823529412	0.161764705882353	0.0441176470588235	12	1	54	2	4	1
Core-GI	GINET	Metastasis	TERT	OG	0.0441176470588235	0.0294117647058824	0.352941176470588	3	1	41	3	24	2
Core-GI	GINET	Metastasis	TP53	TSG	0.220588235294118	0.25	0.0294117647058824	10	9	43	8	3	1
Core-GI	GINET	Metastasis	TSC2	TSG	0.0147058823529412	0.0588235294117647	0.102941176470588	5	1	58	1	7	2
Core-GI	GIST	Primary	DNMT3A	TSG	0.0114068441064639	0.110266159695817	0.0532319391634981	29	2	219	3	15	1
Core-GI	GIST	Primary	KIT	OG	0.749049429657795	0.0456273764258555	0.11787072243346	3	11	63	159	3	30
Core-GI	GIST	Primary	MAX	TSG	0.0190114068441065	0.623574144486692	0.00380228136882129	160	6	99	1	2	1
Core-GI	GIST	Primary	PDGFRA	OG	0.11787072243346	0.0570342205323194	0.121673003802281	12	5	192	26	31	3
Core-GI	GIST	Primary	PIK3R1	TSG	0.0114068441064639	0	0.171102661596958	1	1	217	3	45	2
Core-GI	GIST	Primary	RB1	TSG	0.0228136882129278	0.212927756653992	0.0304182509505703	52	6	199	2	9	1
Core-GI	GIST	Primary	SETD2	TSG	0.0342205323193916	0.121673003802281	0.0342205323193916	29	5	218	6	10	1
Core-GI	GIST	Primary	TSC1	TSG	0.0190114068441065	0.190114068441065	0.0342205323193916	48	4	203	3	10	1
Core-GI	GIST	Metastasis	ARID1A	TSG	0.0225563909774436	0.706766917293233	0	92	4	40	1	1	1
Core-GI	GIST	Metastasis	FBXW7	TSG	0.0150375939849624	0.172932330827068	0.0977443609022556	22	3	98	1	14	1
Core-GI	GIST	Metastasis	KIT	OG	0.804511278195489	0.105263157894737	0.18796992481203	4	12	20	76	5	22
Core-GI	GIST	Metastasis	MAX	TSG	0.0451127819548872	0.684210526315789	0.0150375939849624	86	7	41	1	3	1
Core-GI	GIST	Metastasis	MTOR	OG	0.0150375939849624	0.729323308270677	0.0075187969924812	97	2	35	2	2	1
Core-GI	GIST	Metastasis	NF1	TSG	0.0300751879699248	0.037593984962406	0.112781954887218	5	2	111	4	16	1
Core-GI	GIST	Metastasis	PDGFRA	OG	0.0601503759398496	0.112781954887218	0.195488721804511	14	3	89	5	25	3
Core-GI	GIST	Metastasis	PIK3CA	OG	0.0150375939849624	0.075187969924812	0.112781954887218	10	2	108	2	16	1
Core-GI	GIST	Metastasis	PTEN	TSG	0.0451127819548872	0.270676691729323	0.0451127819548872	32	6	91	2	7	1
Core-GI	GIST	Metastasis	RB1	TSG	0.037593984962406	0.37593984962406	0.0451127819548872	47	5	77	2	7	1
Core-GI	GIST	Metastasis	SDHA	TSG	0.0225563909774436	0.0150375939849624	0.406015037593985	3	1	75	4	55	1
Core-GI	GIST	Metastasis	SETD2	TSG	0.037593984962406	0.142857142857143	0.0676691729323308	17	4	104	3	10	1
Core-GI	GIST	Metastasis	TSC1	TSG	0.0150375939849624	0.308270676691729	0.0676691729323308	40	3	84	1	10	1
Core-GI	SBS	Primary	AMER1	TSG	0.0344827586206897	0.137931034482759	0.0689655172413793	8	2	46	2	5	1
Core-GI	SBS	Primary	APC	TSG	0.241379310344828	0.172413793103448	0.0172413793103448	8	4	38	11	1	2
Core-GI	SBS	Primary	ARID1A	TSG	0.0689655172413793	0.224137931034483	0.0172413793103448	14	1	41	5	2	1
Core-GI	SBS	Primary	ATM	TSG	0.0862068965517241	0.120689655172414	0.0172413793103448	8	1	46	6	2	1
Core-GI	SBS	Primary	B2M	TSG	0.0344827586206897	0.241379310344828	0.0344827586206897	15	1	41	3	3	1
Core-GI	SBS	Primary	BCOR	TSG	0.0172413793103448	0.103448275862069	0.103448275862069	7	1	46	2	7	1
Core-GI	SBS	Primary	BRAF	OG	0.0862068965517241	0.0344827586206897	0.103448275862069	2	2	48	4	6	2
Core-GI	SBS	Primary	CDKN2A	TSG	0.0689655172413793	0.293103448275862	0.0344827586206897	17	2	37	4	3	1
Core-GI	SBS	Primary	CREBBP	TSG	0.0172413793103448	0.0517241379310345	0.103448275862069	4	1	49	2	7	1
Core-GI	SBS	Primary	FAT1	TSG	0.0172413793103448	0.206896551724138	0	13	1	46	2	1	1
Core-GI	SBS	Primary	FBXW7	TSG	0.0517241379310345	0.189655172413793	0	12	1	45	4	1	1
Core-GI	SBS	Primary	FLCN	TSG	0.0172413793103448	0.172413793103448	0.0172413793103448	11	1	47	2	2	1
Core-GI	SBS	Primary	GNAS	OG	0.0344827586206897	0.0172413793103448	0.310344827586207	2	1	39	2	18	2
Core-GI	SBS	Primary	JAK1	DFG	0.0172413793103448	0.155172413793103	0.0517241379310345	10	1	46	2	4	1
Core-GI	SBS	Primary	KMT2C	TSG	0.0344827586206897	0.0862068965517241	0.103448275862069	6	1	47	2	6	2
Core-GI	SBS	Primary	KRAS	OG	0.586206896551724	0.0689655172413793	0.137931034482759	4	2	19	29	4	6
Core-GI	SBS	Primary	MED12	DFG	0.0172413793103448	0.103448275862069	0.0689655172413793	7	1	48	2	5	1
Core-GI	SBS	Primary	NF1	TSG	0.0344827586206897	0.103448275862069	0.0517241379310345	7	1	48	3	4	1
Core-GI	SBS	Primary	PBRM1	TSG	0.0172413793103448	0.120689655172414	0	8	1	51	2	1	1
Core-GI	SBS	Primary	PPM1D	OG	0.0172413793103448	0.120689655172414	0.0344827586206897	8	1	49	2	3	1
Core-GI	SBS	Primary	PPP2R1A	TSG	0.0172413793103448	0.120689655172414	0.0344827586206897	8	1	49	2	3	1
Core-GI	SBS	Primary	PTEN	TSG	0.0172413793103448	0.120689655172414	0.0172413793103448	8	1	50	2	2	1
Core-GI	SBS	Primary	PTPN11	OG	0.0344827586206897	0.120689655172414	0.0689655172413793	8	1	46	3	5	1
Core-GI	SBS	Primary	PTPRD	TSG	0.0172413793103448	0.258620689655172	0.0517241379310345	16	1	40	2	4	1
Core-GI	SBS	Primary	RB1	TSG	0.0517241379310345	0.0344827586206897	0.224137931034483	2	2	43	2	13	2
Core-GI	SBS	Primary	RBM10	TSG	0.0172413793103448	0.120689655172414	0.120689655172414	8	1	44	2	8	1
Core-GI	SBS	Primary	RNF43	TSG	0.0517241379310345	0.120689655172414	0.0344827586206897	7	2	48	3	3	1
Core-GI	SBS	Primary	SLX4	TSG	0.0172413793103448	0.0517241379310345	0.103448275862069	4	1	49	2	7	1
Core-GI	SBS	Primary	SMAD2	TSG	0.0172413793103448	0.258620689655172	0	16	1	43	2	1	1
Core-GI	SBS	Primary	SMAD3	TSG	0.0862068965517241	0.137931034482759	0.0344827586206897	7	3	46	4	3	1
Core-GI	SBS	Primary	SMAD4	TSG	0.155172413793103	0.275862068965517	0	13	5	38	6	1	1
Core-GI	SBS	Primary	SOX9	DFG	0.0517241379310345	0.120689655172414	0.0689655172413793	8	1	45	4	5	1
Core-GI	SBS	Primary	TERT	OG	0.0172413793103448	0.0689655172413793	0.224137931034483	5	1	41	2	14	1
Core-GI	SBS	Primary	TET1	TSG	0.0172413793103448	0.120689655172414	0.0172413793103448	8	1	50	2	2	1
Core-GI	SBS	Primary	TGFBR2	TSG	0.0689655172413793	0.206896551724138	0.0344827586206897	12	2	42	4	3	1
Core-GI	SBS	Primary	TP53	TSG	0.551724137931034	0.241379310344828	0.0172413793103448	5	11	23	22	1	2
Core-GI	SBS	Primary	TP53BP1	TSG	0.0172413793103448	0.189655172413793	0.0172413793103448	12	1	46	2	2	1
Core-GI	SBS	Metastasis	APC	TSG	0.138888888888889	0.138888888888889	0.0277777777777778	6	1	26	6	2	1
Core-GI	SBS	Metastasis	ARID1A	TSG	0.0833333333333333	0.111111111111111	0	5	1	30	4	1	1
Core-GI	SBS	Metastasis	ARID2	TSG	0.111111111111111	0.0277777777777778	0.138888888888889	2	1	27	5	6	1
Core-GI	SBS	Metastasis	CDKN1B	TSG	0.0277777777777778	0.0277777777777778	0.166666666666667	2	1	29	2	7	1
Core-GI	SBS	Metastasis	CDKN2A	TSG	0.0555555555555556	0.277777777777778	0	9	3	27	1	1	1
Core-GI	SBS	Metastasis	ERBB2	OG	0.166666666666667	0.138888888888889	0.0833333333333333	5	2	25	5	3	2
Core-GI	SBS	Metastasis	FBXW7	TSG	0.0555555555555556	0.25	0	10	1	26	3	1	1
Core-GI	SBS	Metastasis	GNAS	OG	0.0555555555555556	0	0.222222222222222	1	1	27	3	9	1
Core-GI	SBS	Metastasis	KMT2D	TSG	0.0277777777777778	0.0555555555555556	0.111111111111111	3	1	30	2	5	1
Core-GI	SBS	Metastasis	KRAS	OG	0.444444444444444	0	0.166666666666667	1	1	19	13	3	5
Core-GI	SBS	Metastasis	MAP2K2	OG	0.0277777777777778	0.111111111111111	0.0833333333333333	5	1	29	2	4	1
Core-GI	SBS	Metastasis	MAP2K4	TSG	0.0277777777777778	0.222222222222222	0.0277777777777778	9	1	27	2	2	1
Core-GI	SBS	Metastasis	MITF	DFG	0.0277777777777778	0.138888888888889	0	6	1	31	2	1	1
Core-GI	SBS	Metastasis	MYC	OG	0.0555555555555556	0.0555555555555556	0.277777777777778	3	1	23	3	11	1
Core-GI	SBS	Metastasis	NCOR1	TSG	0.0277777777777778	0.222222222222222	0	9	1	28	2	1	1
Core-GI	SBS	Metastasis	NF1	TSG	0.0277777777777778	0.111111111111111	0.0833333333333333	5	1	29	2	4	1
Core-GI	SBS	Metastasis	NOTCH1	DFG	0.0277777777777778	0.111111111111111	0.0833333333333333	5	1	29	2	4	1
Core-GI	SBS	Metastasis	RAD50	TSG	0.0277777777777778	0.138888888888889	0.0277777777777778	6	1	30	2	2	1
Core-GI	SBS	Metastasis	RAF1	OG	0.0277777777777778	0.138888888888889	0.0277777777777778	6	1	30	2	2	1
Core-GI	SBS	Metastasis	RB1	TSG	0.0277777777777778	0.166666666666667	0.194444444444444	6	2	24	1	8	1
Core-GI	SBS	Metastasis	RNF43	TSG	0.0555555555555556	0.111111111111111	0.0277777777777778	5	1	30	3	2	1
Core-GI	SBS	Metastasis	SMAD4	TSG	0.138888888888889	0.333333333333333	0	10	4	23	3	1	1
Core-GI	SBS	Metastasis	SOX9	DFG	0.111111111111111	0.111111111111111	0.0555555555555556	5	1	27	5	3	1
Core-GI	SBS	Metastasis	TERT	OG	0.0555555555555556	0.0277777777777778	0.194444444444444	2	1	27	3	8	1
Core-GI	SBS	Metastasis	TGFBR1	TSG	0.0555555555555556	0.111111111111111	0.0555555555555556	5	1	29	3	3	1
Core-GI	SBS	Metastasis	TGFBR2	TSG	0.0277777777777778	0.305555555555556	0.0277777777777778	12	1	24	2	2	1
Core-GI	SBS	Metastasis	TP53	TSG	0.638888888888889	0.222222222222222	0.0277777777777778	2	8	13	16	1	2
Core-GI	STAD	Primary	CDKN2A	TSG	0.0148514851485149	0.252475247524752	0.0148514851485149	50	3	148	2	4	1
Core-GI	STAD	Primary	FBXW7	TSG	0.0148514851485149	0.163366336633663	0	33	2	168	3	1	1
Core-GI	STAD	Primary	GNAS	OG	0.0247524752475248	0.0148514851485149	0.222772277227723	4	1	150	6	46	1
Core-GI	STAD	Primary	SMAD4	TSG	0.0544554455445545	0.153465346534653	0.00495049504950495	25	8	167	5	2	1
Core-GI	STAD	Primary	SOX9	DFG	0.0247524752475248	0.0346534653465347	0.103960396039604	8	1	170	6	22	1
Core-GI	STAD	Metastasis	APC	TSG	0.0373831775700935	0.177570093457944	0.00934579439252336	17	4	87	2	2	1
Core-GI	STAD	Metastasis	ARID1A	TSG	0.14018691588785	0.149532710280374	0.0186915887850467	15	3	77	14	3	1
Core-GI	STAD	Metastasis	BCOR	TSG	0.0186915887850467	0.14018691588785	0.0280373831775701	16	1	88	3	4	1
Core-GI	STAD	Metastasis	CDH1	TSG	0.11214953271028	0.149532710280374	0.0560747663551402	16	2	76	11	6	2
Core-GI	STAD	Metastasis	CDKN2A	TSG	0.0186915887850467	0.271028037383178	0.0373831775700935	28	3	75	1	5	1
Core-GI	STAD	Metastasis	CTNNB1	OG	0.0186915887850467	0.121495327102804	0.0186915887850467	14	1	91	3	3	1
Core-GI	STAD	Metastasis	FBXW7	TSG	0.0467289719626168	0.186915887850467	0.0186915887850467	21	1	81	6	3	1
Core-GI	STAD	Metastasis	FGFR2	OG	0.0186915887850467	0.11214953271028	0.0186915887850467	13	1	92	3	3	1
Core-GI	STAD	Metastasis	GNAS	OG	0.0467289719626168	0.0186915887850467	0.242990654205607	3	1	76	5	26	2
Core-GI	STAD	Metastasis	LATS1	TSG	0.0186915887850467	0.130841121495327	0.00934579439252336	15	1	91	3	2	1
Core-GI	STAD	Metastasis	PBRM1	TSG	0.0186915887850467	0.177570093457944	0.0186915887850467	19	2	86	2	3	1
Core-GI	STAD	Metastasis	PIK3CA	OG	0.0747663551401869	0.00934579439252336	0.158878504672897	1	2	86	5	15	4
Core-GI	STAD	Metastasis	PTEN	TSG	0.0186915887850467	0.14018691588785	0.0280373831775701	15	2	90	1	3	2
Core-GI	STAD	Metastasis	PTPRS	TSG	0.0186915887850467	0.252336448598131	0.00934579439252336	27	2	79	2	2	1
Core-GI	STAD	Metastasis	PTPRT	TSG	0.0186915887850467	0.00934579439252336	0.214953271028037	2	1	84	1	22	3
Core-GI	STAD	Metastasis	RB1	TSG	0.0467289719626168	0.0373831775700935	0.102803738317757	4	2	90	4	11	2
Core-GI	STAD	Metastasis	RHOA	OG	0.0467289719626168	0.149532710280374	0.0934579439252336	17	1	78	5	10	2
Core-GI	STAD	Metastasis	SMAD4	TSG	0.0280373831775701	0.168224299065421	0.00934579439252336	19	1	86	4	2	1
Core-GI	STAD	Metastasis	TGFBR2	TSG	0.0186915887850467	0.214953271028037	0.0560747663551402	22	3	79	1	7	1
Core-GI	STAD	Metastasis	TP53	TSG	0.635514018691589	0.168224299065421	0.0280373831775701	3	17	38	50	1	4
Developmental-GI-Tract	CHOL-extra	Primary	ARID1A	TSG	0.183098591549296	0.253521126760563	0.0140845070422535	14	6	45	9	2	1
Developmental-GI-Tract	CHOL-extra	Primary	ARID1B	TSG	0.0140845070422535	0.126760563380282	0.0140845070422535	10	1	61	2	2	1
Developmental-GI-Tract	CHOL-extra	Primary	AXIN2	TSG	0.0140845070422535	0.028169014084507	0.126760563380282	3	1	60	2	10	1
Developmental-GI-Tract	CHOL-extra	Primary	BAP1	TSG	0.0140845070422535	0.112676056338028	0	9	1	63	2	1	1
Developmental-GI-Tract	CHOL-extra	Primary	CDKN2A	TSG	0.0704225352112676	0.366197183098592	0	25	3	43	4	1	1
Developmental-GI-Tract	CHOL-extra	Primary	CTNNB1	OG	0.0140845070422535	0.112676056338028	0	9	1	63	2	1	1
Developmental-GI-Tract	CHOL-extra	Primary	ERF	TSG	0.0140845070422535	0.0422535211267606	0.183098591549296	4	1	55	2	14	1
Developmental-GI-Tract	CHOL-extra	Primary	MAP2K4	TSG	0.0140845070422535	0.23943661971831	0	18	1	54	2	1	1
Developmental-GI-Tract	CHOL-extra	Primary	MED12	DFG	0.0140845070422535	0.112676056338028	0.028169014084507	9	1	61	2	3	1
Developmental-GI-Tract	CHOL-extra	Primary	MET	OG	0.0140845070422535	0.0422535211267606	0.154929577464789	4	1	57	2	12	1
Developmental-GI-Tract	CHOL-extra	Primary	PBRM1	TSG	0.028169014084507	0.126760563380282	0	10	1	61	3	1	1
Developmental-GI-Tract	CHOL-extra	Primary	PIK3R1	TSG	0.0140845070422535	0.112676056338028	0	9	1	63	2	1	1
Developmental-GI-Tract	CHOL-extra	Primary	RASA1	TSG	0.028169014084507	0.126760563380282	0	9	2	62	2	1	1
Developmental-GI-Tract	CHOL-extra	Primary	RBM10	TSG	0.0140845070422535	0.140845070422535	0.028169014084507	10	2	60	1	3	1
Developmental-GI-Tract	CHOL-extra	Primary	RNF43	TSG	0.028169014084507	0.0422535211267606	0.112676056338028	4	1	59	3	9	1
Developmental-GI-Tract	CHOL-extra	Primary	SESN1	TSG	0.0140845070422535	0.140845070422535	0.0140845070422535	11	1	60	2	2	1
Developmental-GI-Tract	CHOL-extra	Primary	SMAD4	TSG	0.140845070422535	0.183098591549296	0	8	7	55	5	1	1
Developmental-GI-Tract	CHOL-extra	Primary	SMARCA4	TSG	0.0140845070422535	0.183098591549296	0.0422535211267606	14	1	55	2	4	1
Developmental-GI-Tract	CHOL-extra	Primary	STK11	TSG	0.0422535211267606	0.183098591549296	0.0140845070422535	12	3	58	1	1	2
Developmental-GI-Tract	CHOL-extra	Primary	TGFBR2	TSG	0.0140845070422535	0.23943661971831	0	17	2	55	1	1	1
Developmental-GI-Tract	CHOL-extra	Primary	TP53	TSG	0.464788732394366	0.183098591549296	0	4	11	36	24	1	1
Developmental-GI-Tract	CHOL-extra	Metastasis	AMER1	TSG	0.0222222222222222	0.111111111111111	0.0222222222222222	6	1	39	2	2	1
Developmental-GI-Tract	CHOL-extra	Metastasis	APC	TSG	0.0222222222222222	0.155555555555556	0.0444444444444444	7	2	37	1	3	1
Developmental-GI-Tract	CHOL-extra	Metastasis	ARID1A	TSG	0.0888888888888889	0.222222222222222	0	10	2	33	4	1	1
Developmental-GI-Tract	CHOL-extra	Metastasis	ARID1B	TSG	0.0222222222222222	0.133333333333333	0	7	1	39	2	1	1
Developmental-GI-Tract	CHOL-extra	Metastasis	ATM	TSG	0.0444444444444444	0.133333333333333	0.0222222222222222	6	2	38	2	2	1
Developmental-GI-Tract	CHOL-extra	Metastasis	ATR	TSG	0.0222222222222222	0	0.133333333333333	1	1	39	2	7	1
Developmental-GI-Tract	CHOL-extra	Metastasis	B2M	TSG	0.0222222222222222	0.133333333333333	0.0444444444444444	7	1	37	2	3	1
Developmental-GI-Tract	CHOL-extra	Metastasis	BCOR	TSG	0.0444444444444444	0.111111111111111	0.0222222222222222	6	1	38	3	2	1
Developmental-GI-Tract	CHOL-extra	Metastasis	BRCA1	TSG	0.0444444444444444	0	0.155555555555556	1	1	38	2	7	2
Developmental-GI-Tract	CHOL-extra	Metastasis	BRIP1	TSG	0.0222222222222222	0	0.133333333333333	1	1	39	2	7	1
Developmental-GI-Tract	CHOL-extra	Metastasis	CDH1	TSG	0.0444444444444444	0.111111111111111	0.0666666666666667	6	1	36	3	4	1
Developmental-GI-Tract	CHOL-extra	Metastasis	CDKN2A	TSG	0.0666666666666667	0.377777777777778	0.0666666666666667	18	1	24	3	3	2
Developmental-GI-Tract	CHOL-extra	Metastasis	CIC	TSG	0.0888888888888889	0.0666666666666667	0.155555555555556	4	1	32	5	8	1
Developmental-GI-Tract	CHOL-extra	Metastasis	CTCF	TSG	0.0222222222222222	0.111111111111111	0.0444444444444444	6	1	38	2	3	1
Developmental-GI-Tract	CHOL-extra	Metastasis	EGFR	OG	0.0444444444444444	0	0.155555555555556	1	1	37	3	8	1
Developmental-GI-Tract	CHOL-extra	Metastasis	EP300	TSG	0.0222222222222222	0.111111111111111	0.0666666666666667	6	1	37	2	4	1
Developmental-GI-Tract	CHOL-extra	Metastasis	EPHA7	DFG	0.0222222222222222	0.155555555555556	0	8	1	38	2	1	1
Developmental-GI-Tract	CHOL-extra	Metastasis	ERBB2	OG	0.0444444444444444	0	0.133333333333333	1	1	38	3	7	1
Developmental-GI-Tract	CHOL-extra	Metastasis	FAT1	TSG	0.0222222222222222	0.222222222222222	0	11	1	35	2	1	1
Developmental-GI-Tract	CHOL-extra	Metastasis	FBXW7	TSG	0.0222222222222222	0.177777777777778	0	9	1	37	2	1	1
Developmental-GI-Tract	CHOL-extra	Metastasis	GNAS	OG	0.0444444444444444	0.0222222222222222	0.133333333333333	2	1	37	3	7	1
Developmental-GI-Tract	CHOL-extra	Metastasis	KMT2A	TSG	0.0222222222222222	0.111111111111111	0.0222222222222222	6	1	39	2	2	1
Developmental-GI-Tract	CHOL-extra	Metastasis	KMT2B	TSG	0.0222222222222222	0.0222222222222222	0.222222222222222	2	1	34	2	11	1
Developmental-GI-Tract	CHOL-extra	Metastasis	KMT2C	TSG	0.0222222222222222	0.155555555555556	0.0444444444444444	8	1	36	2	3	1
Developmental-GI-Tract	CHOL-extra	Metastasis	KRAS	OG	0.333333333333333	0	0.133333333333333	1	1	26	15	6	2
Developmental-GI-Tract	CHOL-extra	Metastasis	LATS1	TSG	0.0222222222222222	0.133333333333333	0	7	1	39	2	1	1
Developmental-GI-Tract	CHOL-extra	Metastasis	MSH2	TSG	0.0222222222222222	0.0222222222222222	0.2	2	1	35	2	10	1
Developmental-GI-Tract	CHOL-extra	Metastasis	MSH6	TSG	0.0222222222222222	0.0222222222222222	0.155555555555556	2	1	37	2	8	1
Developmental-GI-Tract	CHOL-extra	Metastasis	NBN	TSG	0.0222222222222222	0	0.222222222222222	1	1	36	1	10	2
Developmental-GI-Tract	CHOL-extra	Metastasis	NF1	TSG	0.0666666666666667	0	0.155555555555556	1	1	36	4	8	1
Developmental-GI-Tract	CHOL-extra	Metastasis	NRAS	OG	0.0222222222222222	0.155555555555556	0	8	1	38	2	1	1
Developmental-GI-Tract	CHOL-extra	Metastasis	PIK3CA	OG	0.0222222222222222	0	0.244444444444444	1	1	34	2	12	1
Developmental-GI-Tract	CHOL-extra	Metastasis	PMS2	TSG	0.0222222222222222	0	0.133333333333333	1	1	39	2	7	1
Developmental-GI-Tract	CHOL-extra	Metastasis	PPM1D	OG	0.0222222222222222	0	0.133333333333333	1	1	39	2	7	1
Developmental-GI-Tract	CHOL-extra	Metastasis	PTPRD	TSG	0.0222222222222222	0.288888888888889	0.0666666666666667	14	1	29	2	4	1
Developmental-GI-Tract	CHOL-extra	Metastasis	PTPRS	TSG	0.0222222222222222	0.266666666666667	0.0222222222222222	13	1	32	2	2	1
Developmental-GI-Tract	CHOL-extra	Metastasis	RASA1	TSG	0.0222222222222222	0.222222222222222	0	11	1	35	2	1	1
Developmental-GI-Tract	CHOL-extra	Metastasis	RBM10	TSG	0.0222222222222222	0.155555555555556	0.0222222222222222	8	1	37	2	2	1
Developmental-GI-Tract	CHOL-extra	Metastasis	RNF43	TSG	0.0444444444444444	0	0.133333333333333	1	1	38	3	7	1
Developmental-GI-Tract	CHOL-extra	Metastasis	SETD2	TSG	0.0222222222222222	0.133333333333333	0	7	1	39	2	1	1
