Tissue	State	Treatment	Gene	MutFreq	LossFreq	GainFreq	NoMutLoss	MutLoss	NoMutWT	MutWT	NoMutGain	MutGain
Core-GI	Metastasis	Non_Treatment	BRAF	0.0595463137996219	0.0330812854442344	0.22117202268431	35	2	750	41	213	23
Core-GI	Metastasis	Non_Treatment	CDH1	0.0122873345935728	0.0661625708884688	0.137051039697543	70	2	833	12	145	2
Core-GI	Metastasis	Non_Treatment	CDKN2A	0.0160680529300567	0.207939508506616	0.0860113421550095	215	7	737	12	92	1
Core-GI	Metastasis	Non_Treatment	CREBBP	0.0103969754253308	0.0718336483931947	0.136105860113422	77	1	829	11	144	2
Core-GI	Metastasis	Non_Treatment	CTCF	0.0103969754253308	0.0642722117202268	0.132325141776938	69	1	842	10	139	3
Core-GI	Metastasis	Non_Treatment	CTNNB1	0.0179584120982987	0.135160680529301	0.0255198487712665	142	3	872	18	28	1
Core-GI	Metastasis	Non_Treatment	EP300	0.0113421550094518	0.235349716446125	0.0179584120982987	249	2	781	11	19	2
Core-GI	Metastasis	Non_Treatment	FAT1	0.0160680529300567	0.305293005671077	0.0236294896030246	320	5	698	14	26	1
Core-GI	Metastasis	Non_Treatment	FBXW7	0.0727788279773157	0.289224952741021	0.0264650283553875	293	15	663	63	28	2
Core-GI	Metastasis	Non_Treatment	GNAS	0.0519848771266541	0.00661625708884688	0.487712665406427	8	1	489	48	509	9
Core-GI	Metastasis	Non_Treatment	KIT	0.0491493383742911	0.264650283553875	0.0396975425330813	278	4	699	39	32	12
Core-GI	Metastasis	Non_Treatment	KMT2B	0.0160680529300567	0.0491493383742911	0.106805293005671	52	2	879	16	113	2
Core-GI	Metastasis	Non_Treatment	KMT2C	0.0132325141776938	0.0378071833648393	0.224007561436673	40	2	772	11	235	4
Core-GI	Metastasis	Non_Treatment	MSH3	0.0113421550094518	0.168241965973535	0.0444234404536862	179	1	822	13	48	1
Core-GI	Metastasis	Non_Treatment	NCOR1	0.0170132325141777	0.334593572778828	0.0198487712665406	349	7	672	13	22	1
Core-GI	Metastasis	Non_Treatment	NRAS	0.0283553875236295	0.218336483931947	0.0160680529300567	228	5	786	26	17	2
Core-GI	Metastasis	Non_Treatment	PBRM1	0.0122873345935728	0.166351606805293	0.0245746691871456	174	4	848	10	26	2
Core-GI	Metastasis	Non_Treatment	PIK3R1	0.0170132325141777	0.176748582230624	0.0406427221172023	185	4	814	16	44	1
Core-GI	Metastasis	Non_Treatment	PTCH1	0.0103969754253308	0.114366729678639	0.0699432892249527	122	1	854	11	74	2
Core-GI	Metastasis	Non_Treatment	PTEN	0.0340264650283554	0.145557655954631	0.0132325141776938	142	14	869	23	14	2
Core-GI	Metastasis	Non_Treatment	RB1	0.0132325141776938	0.0746691871455577	0.349716446124764	74	7	605	6	368	4
Core-GI	Metastasis	Non_Treatment	RNF43	0.0311909262759924	0.107750472589792	0.0746691871455577	111	5	838	29	79	2
Core-GI	Metastasis	Non_Treatment	SETD2	0.0122873345935728	0.155009451795841	0.0245746691871456	160	6	861	9	27	1
Core-GI	Metastasis	Non_Treatment	SMAD2	0.0189035916824197	0.457466918714556	0.0236294896030246	474	12	541	10	26	1
Core-GI	Metastasis	Non_Treatment	SMAD3	0.0151228733459357	0.205103969754253	0.0293005671077505	217	2	796	16	32	1
Core-GI	Metastasis	Non_Treatment	SMAD4	0.0926275992438563	0.465028355387524	0.0217391304347826	436	58	503	42	24	1
Core-GI	Metastasis	Non_Treatment	SOX9	0.0586011342155009	0.10586011342155	0.0775047258979206	109	5	812	54	78	6
Core-GI	Metastasis	Non_Treatment	TCF7L2	0.0425330812854442	0.13421550094518	0.0207939508506616	141	3	852	44	23	1
Core-GI	Metastasis	Non_Treatment	TERT	0.0141776937618147	0.0699432892249527	0.178638941398866	75	1	783	14	188	3
Core-GI	Metastasis	Non_Treatment	TGFBR2	0.0160680529300567	0.222117202268431	0.0387523629489603	234	3	768	16	42	1
Core-GI	Metastasis	Non_Treatment	TP53	0.63421550094518	0.333648393194707	0.0160680529300567	55	300	323	367	12	7
Developmental-GI-Tract	Primary	Treatment	ARID1A	0.0803212851405622	0.257028112449799	0.0120481927710843	57	9	171	13	4	1
Developmental-GI-Tract	Primary	Treatment	BAP1	0.0401606425702811	0.120481927710843	0.00401606425702811	26	6	214	6	2	1
Developmental-GI-Tract	Primary	Treatment	CDKN2A	0.108433734939759	0.261044176706827	0.0160642570281124	60	7	160	22	5	1
Developmental-GI-Tract	Primary	Treatment	CTNNB1	0.036144578313253	0.108433734939759	0.00401606425702811	27	2	214	9	2	1
Developmental-GI-Tract	Primary	Treatment	DAXX	0.0160642570281124	0.0642570281124498	0.116465863453815	16	2	203	3	29	2
Developmental-GI-Tract	Primary	Treatment	GNAS	0.0120481927710843	0.00401606425702811	0.100401606425703	2	1	222	3	25	2
Developmental-GI-Tract	Primary	Treatment	KDM6A	0.0120481927710843	0.100401606425703	0.0160642570281124	26	1	218	4	5	1
Developmental-GI-Tract	Primary	Treatment	NRAS	0.0200803212851406	0.108433734939759	0.0240963855421687	28	1	212	6	7	1
Developmental-GI-Tract	Primary	Treatment	PBRM1	0.0120481927710843	0.116465863453815	0.00803212851405622	29	2	217	3	3	1
Developmental-GI-Tract	Primary	Treatment	SMAD4	0.0883534136546185	0.176706827309237	0.0200803212851406	36	10	188	14	6	1
Developmental-GI-Tract	Primary	Treatment	TGFBR2	0.0160642570281124	0.21285140562249	0.0200803212851406	53	2	189	4	6	1
Developmental-GI-Tract	Primary	Treatment	TP53	0.502008032128514	0.120481927710843	0.0321285140562249	10	22	108	105	9	1
Developmental-GI-Tract	Primary	Non_Treatment	ARID1A	0.108723958333333	0.266927083333333	0.00911458333333333	359	53	999	115	14	2
Developmental-GI-Tract	Primary	Non_Treatment	BAP1	0.025390625	0.147135416666667	0.009765625	202	26	1282	15	16	1
Developmental-GI-Tract	Primary	Non_Treatment	CDKN2A	0.130208333333333	0.348958333333333	0.015625	494	44	821	157	24	2
Developmental-GI-Tract	Primary	Non_Treatment	CTNNB1	0.0403645833333333	0.134114583333333	0.017578125	204	4	1247	58	26	3
Developmental-GI-Tract	Primary	Non_Treatment	GNAS	0.0247395833333333	0.0149739583333333	0.12890625	24	1	1281	36	196	4
Developmental-GI-Tract	Primary	Non_Treatment	KDM6A	0.0221354166666667	0.109375	0.0338541666666667	164	6	1289	29	52	2
Developmental-GI-Tract	Primary	Non_Treatment	PBRM1	0.025390625	0.149088541666667	0.013671875	211	20	1267	21	22	1
Developmental-GI-Tract	Primary	Non_Treatment	RBM10	0.0143229166666667	0.114583333333333	0.0286458333333333	174	4	1298	20	45	1
Developmental-GI-Tract	Primary	Non_Treatment	SETD2	0.0162760416666667	0.14453125	0.0104166666666667	221	3	1276	24	17	1
Developmental-GI-Tract	Primary	Non_Treatment	SMAD4	0.145833333333333	0.225260416666667	0.0227864583333333	258	90	1021	136	36	1
Developmental-GI-Tract	Primary	Non_Treatment	TERT	0.0709635416666667	0.0358072916666667	0.104817708333333	53	4	1238	84	139	24
Developmental-GI-Tract	Primary	Non_Treatment	TGFBR2	0.0162760416666667	0.22265625	0.0234375	336	8	1141	19	37	1
Developmental-GI-Tract	Primary	Non_Treatment	TP53	0.559244791666667	0.185546875	0.0305989583333333	76	211	566	640	38	11
Developmental-GI-Tract	Metastasis	Treatment	ARID1A	0.096	0.3	0.008	71	6	156	19	2	2
Developmental-GI-Tract	Metastasis	Treatment	ARID1B	0.02	0.26	0.008	64	3	181	4	3	1
Developmental-GI-Tract	Metastasis	Treatment	ARID2	0.024	0.044	0.112	12	1	206	7	29	1
Developmental-GI-Tract	Metastasis	Treatment	ATM	0.02	0.116	0.028	29	2	212	4	7	2
Developmental-GI-Tract	Metastasis	Treatment	BCOR	0.012	0.148	0.056	38	1	197	4	15	1
Developmental-GI-Tract	Metastasis	Treatment	BRAF	0.024	0.076	0.12	20	1	197	6	30	2
Developmental-GI-Tract	Metastasis	Treatment	BRCA2	0.028	0.08	0.104	20	2	199	7	27	1
Developmental-GI-Tract	Metastasis	Treatment	CDKN2A	0.096	0.468	0.028	109	10	112	16	8	1
Developmental-GI-Tract	Metastasis	Treatment	CREBBP	0.012	0.124	0.116	30	3	190	2	30	1
Developmental-GI-Tract	Metastasis	Treatment	CTCF	0.012	0.108	0.08	28	1	201	4	21	1
Developmental-GI-Tract	Metastasis	Treatment	CTNNB1	0.04	0.208	0.024	52	2	184	10	7	1
Developmental-GI-Tract	Metastasis	Treatment	DAXX	0.02	0.12	0.108	29	3	192	3	27	2
Developmental-GI-Tract	Metastasis	Treatment	EP300	0.012	0.14	0.064	36	1	197	4	17	1
Developmental-GI-Tract	Metastasis	Treatment	ERBB2	0.012	0.04	0.124	11	1	207	4	32	1
Developmental-GI-Tract	Metastasis	Treatment	FBXW7	0.016	0.14	0.056	36	1	198	5	15	1
Developmental-GI-Tract	Metastasis	Treatment	GNAS	0.028	0.012	0.232	4	1	183	8	59	1
Developmental-GI-Tract	Metastasis	Treatment	JAK1	0.016	0.164	0.016	41	2	203	4	5	1
Developmental-GI-Tract	Metastasis	Treatment	KDM6A	0.012	0.176	0.044	45	1	193	4	12	1
Developmental-GI-Tract	Metastasis	Treatment	KMT2C	0.024	0.104	0.108	27	1	193	6	27	2
Developmental-GI-Tract	Metastasis	Treatment	KMT2D	0.04	0.048	0.104	13	1	204	10	26	2
Developmental-GI-Tract	Metastasis	Treatment	KRAS	0.62	0.032	0.196	7	3	73	122	18	33
Developmental-GI-Tract	Metastasis	Treatment	NOTCH1	0.012	0.152	0.064	38	2	196	2	16	2
Developmental-GI-Tract	Metastasis	Treatment	NRAS	0.016	0.168	0.012	41	3	204	3	4	1
Developmental-GI-Tract	Metastasis	Treatment	PBRM1	0.024	0.264	0.012	64	4	179	4	4	1
Developmental-GI-Tract	Metastasis	Treatment	PIK3CA	0.032	0.088	0.156	23	1	184	7	38	3
Developmental-GI-Tract	Metastasis	Treatment	PTEN	0.02	0.108	0.028	26	3	214	4	8	1
Developmental-GI-Tract	Metastasis	Treatment	RB1	0.048	0.08	0.108	19	3	194	11	28	1
Developmental-GI-Tract	Metastasis	Treatment	RBM10	0.02	0.172	0.044	43	2	193	5	12	1
Developmental-GI-Tract	Metastasis	Treatment	RNF43	0.032	0.064	0.104	16	2	202	8	27	1
Developmental-GI-Tract	Metastasis	Treatment	SETD2	0.028	0.256	0.016	61	5	180	4	5	1
Developmental-GI-Tract	Metastasis	Treatment	SMAD4	0.168	0.324	0.048	64	19	134	25	13	1
Developmental-GI-Tract	Metastasis	Treatment	SMARCA4	0.012	0.136	0.096	35	1	191	3	24	2
Developmental-GI-Tract	Metastasis	Treatment	STK11	0.012	0.184	0.06	46	2	188	3	16	1
Developmental-GI-Tract	Metastasis	Treatment	TERT	0.044	0.028	0.196	7	2	187	9	48	3
Developmental-GI-Tract	Metastasis	Treatment	TGFBR2	0.028	0.284	0.028	72	1	167	7	7	2
Developmental-GI-Tract	Metastasis	Treatment	TP53	0.628	0.24	0.028	10	52	81	104	5	4
Developmental-GI-Tract	Metastasis	Treatment	TSC1	0.016	0.164	0.052	39	4	196	2	14	1
Developmental-GI-Tract	Metastasis	Treatment	TSC2	0.024	0.116	0.124	26	5	189	3	32	1
Developmental-GI-Tract	Metastasis	Non_Treatment	ARID1A	0.1044957472661	0.291616038882138	0.00729040097205346	218	24	515	64	7	1
Developmental-GI-Tract	Metastasis	Non_Treatment	ARID2	0.0194410692588092	0.0729040097205346	0.119076549210207	59	3	653	14	98	2
Developmental-GI-Tract	Metastasis	Non_Treatment	ATM	0.0218712029161604	0.122721749696233	0.0522478736330498	100	3	665	16	43	2
Developmental-GI-Tract	Metastasis	Non_Treatment	BAP1	0.0109356014580802	0.233292831105711	0.0121506682867558	188	6	618	5	11	1
Developmental-GI-Tract	Metastasis	Non_Treatment	BCOR	0.0157958687727825	0.165249088699879	0.0425273390036452	135	3	642	12	36	1
Developmental-GI-Tract	Metastasis	Non_Treatment	BRAF	0.0121506682867558	0.0789793438639125	0.108140947752126	65	2	663	8	88	3
Developmental-GI-Tract	Metastasis	Non_Treatment	BRCA2	0.0291616038882139	0.103280680437424	0.0911300121506683	84	3	645	20	73	4
Developmental-GI-Tract	Metastasis	Non_Treatment	CDKN2A	0.176184690157959	0.503037667071689	0.0243013365735115	343	73	319	72	19	3
Developmental-GI-Tract	Metastasis	Non_Treatment	CTNNB1	0.0121506682867558	0.187120291616039	0.0243013365735115	155	1	640	11	21	1
Developmental-GI-Tract	Metastasis	Non_Treatment	DAXX	0.023086269744836	0.12636695018226	0.0874848116646416	89	17	645	4	73	1
Developmental-GI-Tract	Metastasis	Non_Treatment	FBXW7	0.0109356014580802	0.132442284325638	0.0376670716889429	110	1	675	10	32	1
Developmental-GI-Tract	Metastasis	Non_Treatment	GNAS	0.0194410692588092	0.0182260024301337	0.21142162818955	16	1	620	16	174	2
Developmental-GI-Tract	Metastasis	Non_Treatment	KDM6A	0.031591737545565	0.176184690157959	0.0449574726609964	141	6	622	21	37	2
Developmental-GI-Tract	Metastasis	Non_Treatment	KMT2C	0.0206561360874848	0.0911300121506683	0.105710814094775	75	2	647	16	87	2
Developmental-GI-Tract	Metastasis	Non_Treatment	KMT2D	0.0218712029161604	0.0899149453219927	0.103280680437424	74	2	649	17	85	2
Developmental-GI-Tract	Metastasis	Non_Treatment	KRAS	0.668286755771567	0.0364520048602673	0.205346294046173	22	10	203	423	51	120
Developmental-GI-Tract	Metastasis	Non_Treatment	MAP2K4	0.0109356014580802	0.313487241798299	0.0461725394896719	257	3	521	8	39	1
Developmental-GI-Tract	Metastasis	Non_Treatment	PBRM1	0.0243013365735115	0.236938031591738	0.0133657351154313	190	7	604	15	12	1
Developmental-GI-Tract	Metastasis	Non_Treatment	PIK3CA	0.0328068043742406	0.0668286755771567	0.139732685297691	54	3	631	24	114	3
Developmental-GI-Tract	Metastasis	Non_Treatment	PTEN	0.0157958687727825	0.121506682867558	0.0303766707168894	95	7	692	8	26	1
Developmental-GI-Tract	Metastasis	Non_Treatment	RB1	0.0133657351154313	0.105710814094775	0.0886998784933171	86	3	656	9	73	2
Developmental-GI-Tract	Metastasis	Non_Treatment	RBM10	0.0157958687727825	0.181044957472661	0.0388821385176185	149	2	631	13	33	1
Developmental-GI-Tract	Metastasis	Non_Treatment	RNF43	0.0182260024301337	0.0729040097205346	0.12636695018226	60	2	647	14	104	2
Developmental-GI-Tract	Metastasis	Non_Treatment	SMAD4	0.130012150668287	0.336573511543135	0.0437424058323208	222	57	460	52	37	1
Developmental-GI-Tract	Metastasis	Non_Treatment	SMARCA4	0.0145808019441069	0.136087484811665	0.0692588092345079	108	6	648	8	58	1
Developmental-GI-Tract	Metastasis	Non_Treatment	STK11	0.0206561360874848	0.191980558930741	0.0571081409477521	154	6	608	12	47	2
Developmental-GI-Tract	Metastasis	Non_Treatment	TERT	0.0170109356014581	0.0328068043742406	0.171324422843256	26	3	647	10	139	4
Developmental-GI-Tract	Metastasis	Non_Treatment	TGFBR1	0.0133657351154313	0.173754556500608	0.0583232077764277	141	4	625	9	49	1
Developmental-GI-Tract	Metastasis	Non_Treatment	TGFBR2	0.0206561360874848	0.255164034021871	0.0267314702308627	206	6	580	13	23	1
Developmental-GI-Tract	Metastasis	Non_Treatment	TP53	0.618469015795869	0.307411907654921	0.0376670716889429	48	207	239	302	30	3
Developmental-GI-Tract	Metastasis	Non_Treatment	TSC2	0.0121506682867558	0.111786148238153	0.0765492102065614	87	7	665	5	64	1
Developmental-GI-Tract	Metastasis	Non_Treatment	U2AF1	0.0182260024301337	0.190765492102066	0.0425273390036452	157	2	618	15	36	1
Endocrine	Primary	Treatment	TERT	0.727272727272727	0.181818181818182	0	3	1	2	9	1	1
Endocrine	Primary	Non_Treatment	ARID1A	0.0220994475138122	0.104972375690608	0.0331491712707182	20	1	153	5	7	1
Endocrine	Primary	Non_Treatment	ATM	0.0276243093922652	0.138121546961326	0	26	1	152	6	1	1
Endocrine	Primary	Non_Treatment	BRAF	0.524861878453039	0	0.104972375690608	1	1	69	95	19	2
Endocrine	Primary	Non_Treatment	MEN1	0.0220994475138122	0.116022099447514	0.0497237569060773	19	4	151	2	10	1
Endocrine	Primary	Non_Treatment	TERT	0.530386740331492	0.0828729281767956	0.110497237569061	9	8	66	82	13	9
Endocrine	Metastasis	Treatment	ATM	0.0483870967741935	0.225806451612903	0.0161290322580645	14	2	46	3	2	1
Endocrine	Metastasis	Treatment	BCL10	0.0161290322580645	0.145161290322581	0	10	1	53	2	1	1
Endocrine	Metastasis	Treatment	BCOR	0.0806451612903226	0.112903225806452	0.0645161290322581	8	1	48	5	4	2
Endocrine	Metastasis	Treatment	BRAF	0.403225806451613	0	0.112903225806452	1	1	34	23	5	4
Endocrine	Metastasis	Treatment	CDKN2A	0.0483870967741935	0.370967741935484	0	21	4	40	1	1	1
Endocrine	Metastasis	Treatment	INPPL1	0.0161290322580645	0.145161290322581	0	10	1	53	2	1	1
Endocrine	Metastasis	Treatment	JAK1	0.0161290322580645	0.112903225806452	0	8	1	55	2	1	1
Endocrine	Metastasis	Treatment	MEN1	0.0483870967741935	0.145161290322581	0.0645161290322581	9	2	48	3	5	1
Endocrine	Metastasis	Treatment	PIK3R1	0.032258064516129	0.032258064516129	0.129032258064516	3	1	52	2	8	2
Endocrine	Metastasis	Treatment	RBM10	0.0967741935483871	0.112903225806452	0.0645161290322581	6	3	48	5	5	1
Endocrine	Metastasis	Treatment	TERT	0.612903225806452	0.0806451612903226	0.258064516129032	3	4	12	31	12	6
Endocrine	Metastasis	Treatment	TP53	0.0645161290322581	0.112903225806452	0.0161290322580645	5	4	54	2	2	1
Endocrine	Metastasis	Treatment	ZFHX3	0.032258064516129	0.129032258064516	0.032258064516129	9	1	51	3	3	1
Endocrine	Metastasis	Non_Treatment	ATM	0.0301204819277108	0.156626506024096	0.00602409638554217	26	2	136	5	2	1
Endocrine	Metastasis	Non_Treatment	CDKN2A	0.0240963855421687	0.240963855421687	0.0120481927710843	38	4	124	2	3	1
Endocrine	Metastasis	Non_Treatment	RB1	0.0180722891566265	0.132530120481928	0.0180722891566265	20	4	142	1	4	1
Endocrine	Metastasis	Non_Treatment	TERT	0.734939759036145	0.0963855421686747	0.150602409638554	8	10	33	94	6	21
Genitourinary	Primary	Treatment	APC	0.0233918128654971	0.149122807017544	0.0526315789473684	47	6	271	4	19	1
Genitourinary	Primary	Treatment	ARID1B	0.0116959064327485	0.134502923976608	0.0204678362573099	46	2	287	4	8	1
Genitourinary	Primary	Treatment	ASXL1	0.0146198830409357	0.00584795321637427	0.169590643274854	3	1	278	6	59	1
Genitourinary	Primary	Treatment	ATM	0.043859649122807	0.157894736842105	0.0233918128654971	52	4	270	12	8	2
Genitourinary	Primary	Treatment	BAP1	0.0233918128654971	0.166666666666667	0.0584795321637427	55	4	261	6	21	1
Genitourinary	Primary	Treatment	BRAF	0.0204678362573099	0.0350877192982456	0.114035087719298	13	1	286	7	39	2
Genitourinary	Primary	Treatment	BRCA1	0.0146198830409357	0.0350877192982456	0.10233918128655	13	1	291	6	36	1
Genitourinary	Primary	Treatment	CDH1	0.0116959064327485	0.119883040935673	0.0730994152046784	38	5	277	1	26	1
Genitourinary	Primary	Treatment	CDK12	0.0409356725146199	0.0467836257309941	0.116959064327485	16	2	274	14	41	1
Genitourinary	Primary	Treatment	CDKN1A	0.0555555555555556	0.0584795321637427	0.119883040935673	20	2	267	16	39	4
Genitourinary	Primary	Treatment	CDKN2A	0.0350877192982456	0.324561403508772	0.0292397660818713	103	10	219	4	11	1
Genitourinary	Primary	Treatment	CREBBP	0.0526315789473684	0.146198830409357	0.0672514619883041	45	7	259	12	23	2
Genitourinary	Primary	Treatment	CTNNB1	0.0233918128654971	0.125730994152047	0.0818713450292398	44	1	264	9	29	1
Genitourinary	Primary	Treatment	EP300	0.0292397660818713	0.125730994152047	0.0233918128654971	42	3	284	9	9	1
Genitourinary	Primary	Treatment	ERBB2	0.0409356725146199	0.0467836257309941	0.116959064327485	17	1	276	12	38	4
Genitourinary	Primary	Treatment	ERCC2	0.0263157894736842	0.043859649122807	0.108187134502924	16	1	284	8	36	3
Genitourinary	Primary	Treatment	FAT1	0.0409356725146199	0.116959064327485	0.0175438596491228	41	1	283	15	7	1
Genitourinary	Primary	Treatment	FBXW7	0.0292397660818713	0.108187134502924	0.0204678362573099	38	1	289	11	8	1
Genitourinary	Primary	Treatment	FOXP1	0.0146198830409357	0.169590643274854	0.0672514619883041	57	3	260	3	23	2
Genitourinary	Primary	Treatment	HRAS	0.0175438596491228	0.169590643274854	0.0175438596491228	58	2	274	6	7	1
Genitourinary	Primary	Treatment	KDM5C	0.0116959064327485	0.105263157894737	0.0760233918128655	37	1	278	4	26	2
Genitourinary	Primary	Treatment	KDM6A	0.178362573099415	0.087719298245614	0.12280701754386	20	12	225	47	39	5
Genitourinary	Primary	Treatment	KMT2A	0.0263157894736842	0.166666666666667	0.0204678362573099	57	2	271	9	8	1
Genitourinary	Primary	Treatment	KMT2C	0.0847953216374269	0.0672514619883041	0.108187134502924	22	3	260	24	34	5
Genitourinary	Primary	Treatment	NCOR1	0.0175438596491228	0.204678362573099	0.0204678362573099	70	2	261	6	8	1
Genitourinary	Primary	Treatment	NF2	0.0175438596491228	0.114035087719298	0.0555555555555556	36	5	283	3	20	1
Genitourinary	Primary	Treatment	NSD1	0.0116959064327485	0.12280701754386	0.0760233918128655	42	2	272	4	27	1
Genitourinary	Primary	Treatment	PBRM1	0.0467836257309941	0.169590643274854	0.0614035087719298	50	10	257	8	22	1
Genitourinary	Primary	Treatment	PIK3CA	0.128654970760234	0.00584795321637427	0.166666666666667	3	1	253	32	45	14
Genitourinary	Primary	Treatment	PIK3R1	0.0204678362573099	0.16374269005848	0.0233918128654971	56	2	273	7	9	1
Genitourinary	Primary	Treatment	PTEN	0.0380116959064327	0.146198830409357	0.0263157894736842	49	3	273	12	10	1
Genitourinary	Primary	Treatment	PTPRT	0.0116959064327485	0.0116959064327485	0.166666666666667	5	1	278	5	58	1
Genitourinary	Primary	Treatment	RB1	0.0730994152046784	0.184210526315789	0.0292397660818713	53	12	257	14	10	2
Genitourinary	Primary	Treatment	RNF43	0.0116959064327485	0.0233918128654971	0.114035087719298	9	1	292	5	40	1
Genitourinary	Primary	Treatment	SETD2	0.0233918128654971	0.157894736842105	0.064327485380117	49	7	265	3	23	1
Genitourinary	Primary	Treatment	SPOP	0.0467836257309941	0.0292397660818713	0.116959064327485	11	1	279	15	39	3
Genitourinary	Primary	Treatment	TERT	0.391812865497076	0.0906432748538012	0.157894736842105	14	19	168	91	29	27
Genitourinary	Primary	Treatment	TET2	0.0116959064327485	0.114035087719298	0.0204678362573099	40	1	293	5	8	1
Genitourinary	Primary	Treatment	TP53	0.327485380116959	0.204678362573099	0.0116959064327485	37	35	194	76	2	4
Genitourinary	Primary	Treatment	TSC1	0.0321637426900585	0.201754385964912	0.0292397660818713	65	6	258	7	11	1
Genitourinary	Primary	Treatment	ZFHX3	0.0263157894736842	0.137426900584795	0.043859649122807	47	2	273	9	16	1
Genitourinary	Primary	Non_Treatment	APC	0.0299642218246869	0.131484794275492	0.0456171735241503	263	33	1807	35	102	2
Genitourinary	Primary	Non_Treatment	ASXL1	0.0134168157423971	0.0174418604651163	0.124776386404293	40	1	1897	23	272	9
Genitourinary	Primary	Non_Treatment	ATM	0.0304114490161002	0.132379248658318	0.0205724508050089	287	11	1838	58	46	2
Genitourinary	Primary	Non_Treatment	BAP1	0.0232558139534884	0.125223613595707	0.0465116279069767	262	20	1820	34	105	1
Genitourinary	Primary	Non_Treatment	BRAF	0.0138640429338104	0.0245974955277281	0.143559928443649	55	2	1836	26	317	6
Genitourinary	Primary	Non_Treatment	BRCA2	0.0201252236135957	0.113595706618962	0.0384615384615385	250	6	1857	41	87	1
Genitourinary	Primary	Non_Treatment	CDH1	0.0111806797853309	0.152057245080501	0.0460644007155635	335	7	1775	20	104	1
Genitourinary	Primary	Non_Treatment	CDKN2A	0.0138640429338104	0.221824686940966	0.0295169946332737	483	15	1660	16	65	3
Genitourinary	Primary	Non_Treatment	FAT1	0.0161001788908766	0.120304114490161	0.0165474060822898	264	7	1902	30	37	2
Genitourinary	Primary	Non_Treatment	FBXW7	0.0304114490161002	0.110912343470483	0.0147584973166369	238	12	1900	57	33	2
Genitourinary	Primary	Non_Treatment	FGFR3	0.0800536672629696	0.102862254025045	0.065742397137746	225	7	1731	130	104	45
Genitourinary	Primary	Non_Treatment	FOXP1	0.0125223613595707	0.129695885509839	0.0612701252236136	291	1	1783	28	137	2
Genitourinary	Primary	Non_Treatment	HRAS	0.018783542039356	0.114490161001789	0.0156529516994633	257	1	1907	40	33	4
Genitourinary	Primary	Non_Treatment	KMT2A	0.0214669051878354	0.130143112701252	0.0192307692307692	290	3	1858	46	43	2
Genitourinary	Primary	Non_Treatment	KMT2C	0.0433810375670841	0.0483005366726297	0.137298747763864	104	6	1744	79	294	15
Genitourinary	Primary	Non_Treatment	KRAS	0.0259391771019678	0.0608228980322004	0.108228980322004	136	2	1820	40	225	19
Genitourinary	Primary	Non_Treatment	NCOR1	0.0192307692307692	0.162343470483005	0.0268336314847943	353	12	1783	32	60	2
Genitourinary	Primary	Non_Treatment	NSD1	0.0116279069767442	0.102415026833631	0.0724508050089445	227	4	1823	24	163	1
Genitourinary	Primary	Non_Treatment	PBRM1	0.0474060822898032	0.120304114490161	0.0576923076923077	204	67	1799	41	130	1
Genitourinary	Primary	Non_Treatment	PIK3CA	0.0796064400715563	0.0174418604651163	0.112254025044723	37	4	1797	151	227	26
Genitourinary	Primary	Non_Treatment	PTEN	0.0500894454382826	0.12432915921288	0.018783542039356	247	33	1838	80	42	2
Genitourinary	Primary	Non_Treatment	RB1	0.0527728085867621	0.232558139534884	0.0192307692307692	470	52	1615	60	36	9
Genitourinary	Primary	Non_Treatment	SETD2	0.0286225402504472	0.118962432915921	0.0541144901610018	239	29	1814	37	122	1
Genitourinary	Primary	Non_Treatment	TERT	0.241055456171735	0.0912343470483005	0.126118067978533	174	32	1375	377	151	133
Genitourinary	Primary	Non_Treatment	TP53	0.262522361359571	0.196779964221825	0.0192307692307692	225	217	1394	361	33	12
Genitourinary	Primary	Non_Treatment	TSC1	0.0295169946332737	0.130143112701252	0.0514311270125224	259	34	1798	34	116	1
Genitourinary	Primary	Non_Treatment	ZFHX3	0.0317531305903399	0.196332737030411	0.0353309481216458	421	20	1670	50	77	4
Genitourinary	Metastasis	Treatment	AKT1	0.0161691542288557	0.0659203980099503	0.128109452736318	54	1	638	12	102	3
Genitourinary	Metastasis	Treatment	APC	0.068407960199005	0.195273631840796	0.0621890547263682	127	32	574	25	51	1
Genitourinary	Metastasis	Treatment	AR	0.0696517412935323	0.041044776119403	0.120646766169154	32	3	628	48	91	8
Genitourinary	Metastasis	Treatment	ARID1A	0.0460199004975124	0.185323383084577	0.0348258706467662	146	5	598	31	26	4
Genitourinary	Metastasis	Treatment	ASXL1	0.0199004975124378	0.0310945273631841	0.177860696517413	26	1	622	16	143	2
Genitourinary	Metastasis	Treatment	ATM	0.0248756218905473	0.166666666666667	0.0833333333333333	130	6	592	13	65	4
Genitourinary	Metastasis	Treatment	BRAF	0.0186567164179104	0.0286069651741294	0.230099502487562	24	1	587	11	181	6
Genitourinary	Metastasis	Treatment	BRCA2	0.0286069651741294	0.218905472636816	0.0472636815920398	172	6	573	19	39	1
Genitourinary	Metastasis	Treatment	CDKN1A	0.0124378109452736	0.0708955223880597	0.108208955223881	58	1	656	6	83	6
Genitourinary	Metastasis	Treatment	CIC	0.0111940298507463	0.130597014925373	0.0733830845771144	106	1	634	8	58	3
